LineId,Content,EventId,EventTemplate,ContentWithHeader,EventTemplateWithHeader
1205,"Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517562124, maxDate=1669122362124, sequenceNumber=8483009, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517562195, maxDate=1669122362195, sequenceNumber=71666, masterKeyId=648)]",s27,"Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]","22/11/21 21:01:14 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517562124, maxDate=1669122362124, sequenceNumber=8483009, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517562195, maxDate=1669122362195, sequenceNumber=71666, masterKeyId=648)]","<*> INFO <*>: Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]"
1206,found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml,s28,found resource <*> at <*>,22/11/21 21:01:14 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml,<*> INFO <*>: found resource <*> at <*>
1207,Timeline service address: manager.cuhk.com:8188,s29,Timeline service address: <*>,22/11/21 21:01:14 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188,<*> INFO <*>: Timeline service address: <*>
1208,Submitted application application_1668496639954_0279,s30,Submitted application <*>,22/11/21 21:01:14 INFO impl.YarnClientImpl: Submitted application application_1668496639954_0279,<*> INFO <*>: Submitted application <*>
1209,The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0279/,s31,The url to track the job: <*>,22/11/21 21:01:14 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0279/,<*> INFO <*>: The url to track the job: <*>
1210,Running job: job_1668496639954_0279,s32,Running job: <*>,22/11/21 21:01:14 INFO mapreduce.Job: Running job: job_1668496639954_0279,<*> INFO <*>: Running job: <*>
1211,Job job_1668496639954_0279 running in uber mode : false,s33,Job <*> running in uber mode : <*>,22/11/21 21:01:23 INFO mapreduce.Job: Job job_1668496639954_0279 running in uber mode : false,<*> INFO <*>: Job <*> running in uber mode : <*>
1212,map 0% reduce 0%,s34,map <*> reduce <*>,22/11/21 21:01:23 INFO mapreduce.Job:  map 0% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1213,map 100% reduce 0%,s34,map <*> reduce <*>,22/11/21 21:01:33 INFO mapreduce.Job:  map 100% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1214,map 100% reduce 100%,s34,map <*> reduce <*>,22/11/21 21:01:41 INFO mapreduce.Job:  map 100% reduce 100%,<*> INFO <*>: map <*> reduce <*>
1215,Job job_1668496639954_0279 completed successfully,s35,Job <*> completed successfully,22/11/21 21:01:41 INFO mapreduce.Job: Job job_1668496639954_0279 completed successfully,<*> INFO <*>: Job <*> completed successfully
1216,done,s90,done,22/11/21 21:01:41 INFO terasort.TeraSort: done,<*> INFO <*>: done
1217,finish HadoopTerasort bench,s36,finish <*> bench,finish HadoopTerasort bench,finish <*> bench
1218,"mkdir: cannot create directory ""/home/team7/results/terasort/tiny_1_1"": File exists",s5,mkdir: cannot create directory <*>: File exists,"mkdir: cannot create directory ""/home/team7/results/terasort/tiny_1_1"": File exists",mkdir: cannot create directory <*>: File exists
1219,Running NaiveBayes test ...,s39,Running <*> test ...,Running NaiveBayes test ...,Running <*> test ...
1220,patching args=,s8,patching args=<*>,patching args=,patching args=<*>
1221,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf,patching args=<*>
1222,Parsing conf: /home/team7/HiBench3/conf/hibench.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/hibench.conf,Parsing conf: <*>
1223,Parsing conf: /home/team7/HiBench3/conf/spark.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/spark.conf,Parsing conf: <*>
1224,Parsing conf: /home/team7/HiBench3/conf/workloads/ml/bayes.conf,s9,Parsing conf: <*>,Parsing conf: /home/team7/HiBench3/conf/workloads/ml/bayes.conf,Parsing conf: <*>
1225,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar,s10,probe sleep jar: <*>,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar,probe sleep jar: <*>
1226,start HadoopBayes bench,s13,start <*> bench,start HadoopBayes bench,start <*> bench
1227,Export env: HADOOP_EXECUTABLE=/usr/hdp/3.0.1.0-187/hadoop/bin/hadoop,s59,Export env: <*>,Export env: HADOOP_EXECUTABLE=/usr/hdp/3.0.1.0-187/hadoop/bin/hadoop,Export env: <*>
1228,Export env: HADOOP_HOME=/usr/hdp/3.0.1.0-187/hadoop,s59,Export env: <*>,Export env: HADOOP_HOME=/usr/hdp/3.0.1.0-187/hadoop,Export env: <*>
1229,Export env: HADOOP_CONF_DIR=/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop,s59,Export env: <*>,Export env: HADOOP_CONF_DIR=/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop,Export env: <*>
1230,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Bayes/Output,s14,hdfs rm -r: <*> --config <*> fs -rm -r -skipTrash <*>,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Bayes/Output,hdfs rm -r: <*> --config <*> fs -rm -r -skipTrash <*>
1231,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Bayes/Output,s15,Deleted <*>,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Bayes/Output,Deleted <*>
1232,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Bayes/Input,s40,hdfs du -s: <*> --config <*> fs -du -s <*>,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Bayes/Input,hdfs du -s: <*> --config <*> fs -du -s <*>
1233,MAHOUT_LOCAL is not set; adding HADOOP_CONF_DIR to classpath.,s60,MAHOUT_LOCAL is not set; adding HADOOP_CONF_DIR to classpath.,MAHOUT_LOCAL is not set; adding HADOOP_CONF_DIR to classpath.,MAHOUT_LOCAL is not set; adding HADOOP_CONF_DIR to classpath.
1234,"Running on hadoop, using /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop and HADOOP_CONF_DIR=/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop",s61,"Running on hadoop, using <*> and HADOOP_CONF_DIR=<*>","Running on hadoop, using /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop and HADOOP_CONF_DIR=/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop","Running on hadoop, using <*> and HADOOP_CONF_DIR=<*>"
1235,MAHOUT-JOB: /home/team7/HiBench3/hadoopbench/mahout/target/apache-mahout-distribution-0.11.0/mahout-examples-0.11.0-job.jar,s62,MAHOUT-JOB: <*>,MAHOUT-JOB: /home/team7/HiBench3/hadoopbench/mahout/target/apache-mahout-distribution-0.11.0/mahout-examples-0.11.0-job.jar,MAHOUT-JOB: <*>
1236,Maximum n-gram size is: 1,s63,Maximum n-gram size is: <*>,22/11/21 21:01:54 INFO SparseVectorsFromSequenceFiles: Maximum n-gram size is: 1,<*> INFO <*>: Maximum n-gram size is: <*>
1237,Minimum LLR value: 1.0,s64,Minimum LLR value: <*>,22/11/21 21:01:54 INFO SparseVectorsFromSequenceFiles: Minimum LLR value: 1.0,<*> INFO <*>: Minimum LLR value: <*>
1238,Number of reduce tasks: 1,s65,Number of reduce tasks: <*>,22/11/21 21:01:54 INFO SparseVectorsFromSequenceFiles: Number of reduce tasks: 1,<*> INFO <*>: Number of reduce tasks: <*>
1239,Tokenizing documents in hdfs://cuhkcluster/dataspace/team7/HiBench/Bayes/Input,s66,Tokenizing documents in <*>,22/11/21 21:01:54 INFO SparseVectorsFromSequenceFiles: Tokenizing documents in hdfs://cuhkcluster/dataspace/team7/HiBench/Bayes/Input,<*> INFO <*>: Tokenizing documents in <*>
1240,Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,s17,Connecting to Application History server at <*>,22/11/21 21:01:55 INFO AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,<*> INFO <*>: Connecting to Application History server at <*>
1241,"Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517605312, maxDate=1669122405312, sequenceNumber=8483016, masterKeyId=1037 on ha-hdfs:cuhkcluster",s18,"Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>","22/11/21 21:01:56 INFO DFSClient: Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517605312, maxDate=1669122405312, sequenceNumber=8483016, masterKeyId=1037 on ha-hdfs:cuhkcluster","<*> INFO <*>: Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>"
1242,"Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",s19,Getting new token from <*> renewer:<*>,"22/11/21 21:01:56 INFO KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",<*> INFO <*>: Getting new token from <*> renewer:<*>
1243,"New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517605385, maxDate=1669122405385, sequenceNumber=71668, masterKeyId=648))",s21,"New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))","22/11/21 21:01:56 INFO KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517605385, maxDate=1669122405385, sequenceNumber=71668, masterKeyId=648))","<*> INFO <*>: New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))"
1244,"Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517605312, maxDate=1669122405312, sequenceNumber=8483016, masterKeyId=1037)",s89,"Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/21 21:01:56 INFO TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517605312, maxDate=1669122405312, sequenceNumber=8483016, masterKeyId=1037)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1245,"Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517605385, maxDate=1669122405385, sequenceNumber=71668, masterKeyId=648)",s22,"Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/21 21:01:56 INFO TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517605385, maxDate=1669122405385, sequenceNumber=71668, masterKeyId=648)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1246,Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0281,s23,Disabling Erasure Coding for path: <*>,22/11/21 21:01:56 INFO JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0281,<*> INFO <*>: Disabling Erasure Coding for path: <*>
1247,Total input files to process : 1,s17,Total input files to process : <*>,22/11/21 21:01:56 INFO FileInputFormat: Total input files to process : 1,<*> INFO <*>: Total input files to process : <*>
1248,number of splits:1,s25,number of splits:<*>,22/11/21 21:01:56 INFO JobSubmitter: number of splits:1,<*> INFO <*>: number of splits:<*>
1249,"yarn.resourcemanager.zk-num-retries is deprecated. Instead, use hadoop.zk.num-retries",s67,"<*> is deprecated. Instead, use <*>","22/11/21 21:01:57 INFO deprecation: yarn.resourcemanager.zk-num-retries is deprecated. Instead, use hadoop.zk.num-retries","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1250,"yarn.resourcemanager.zk-address is deprecated. Instead, use hadoop.zk.address",s67,"<*> is deprecated. Instead, use <*>","22/11/21 21:01:57 INFO deprecation: yarn.resourcemanager.zk-address is deprecated. Instead, use hadoop.zk.address","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1251,"yarn.resourcemanager.zk-timeout-ms is deprecated. Instead, use hadoop.zk.timeout-ms",s67,"<*> is deprecated. Instead, use <*>","22/11/21 21:01:57 INFO deprecation: yarn.resourcemanager.zk-timeout-ms is deprecated. Instead, use hadoop.zk.timeout-ms","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1252,"yarn.resourcemanager.zk-acl is deprecated. Instead, use hadoop.zk.acl",s67,"<*> is deprecated. Instead, use <*>","22/11/21 21:01:57 INFO deprecation: yarn.resourcemanager.zk-acl is deprecated. Instead, use hadoop.zk.acl","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1253,"yarn.resourcemanager.zk-retry-interval-ms is deprecated. Instead, use hadoop.zk.retry-interval-ms",s67,"<*> is deprecated. Instead, use <*>","22/11/21 21:01:57 INFO deprecation: yarn.resourcemanager.zk-retry-interval-ms is deprecated. Instead, use hadoop.zk.retry-interval-ms","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1254,"yarn.resourcemanager.display.per-user-apps is deprecated. Instead, use yarn.webapp.filter-entity-list-by-user",s67,"<*> is deprecated. Instead, use <*>","22/11/21 21:01:57 INFO deprecation: yarn.resourcemanager.display.per-user-apps is deprecated. Instead, use yarn.webapp.filter-entity-list-by-user","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1255,"yarn.resourcemanager.system-metrics-publisher.enabled is deprecated. Instead, use yarn.system-metrics-publisher.enabled",s67,"<*> is deprecated. Instead, use <*>","22/11/21 21:01:57 INFO deprecation: yarn.resourcemanager.system-metrics-publisher.enabled is deprecated. Instead, use yarn.system-metrics-publisher.enabled","<*> INFO <*>: <*> is deprecated. Instead, use <*>"
1256,Submitting tokens for job: job_1668496639954_0281,s26,Submitting tokens for job: <*>,22/11/21 21:01:57 INFO JobSubmitter: Submitting tokens for job: job_1668496639954_0281,<*> INFO <*>: Submitting tokens for job: <*>
1257,"Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517605312, maxDate=1669122405312, sequenceNumber=8483016, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517605385, maxDate=1669122405385, sequenceNumber=71668, masterKeyId=648)]",s27,"Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]","22/11/21 21:01:57 INFO JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668517605312, maxDate=1669122405312, sequenceNumber=8483016, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668517605385, maxDate=1669122405385, sequenceNumber=71668, masterKeyId=648)]","<*> INFO <*>: Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]"
1258,found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/conf/resource-types.xml,s28,found resource <*> at <*>,22/11/21 21:01:57 INFO Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/conf/resource-types.xml,<*> INFO <*>: found resource <*> at <*>
1259,Timeline service address: manager.cuhk.com:8188,s29,Timeline service address: <*>,22/11/21 21:01:57 INFO TimelineClientImpl: Timeline service address: manager.cuhk.com:8188,<*> INFO <*>: Timeline service address: <*>
1260,Submitted application application_1668496639954_0281,s30,Submitted application <*>,22/11/21 21:01:57 INFO YarnClientImpl: Submitted application application_1668496639954_0281,<*> INFO <*>: Submitted application <*>
