LineId,Content,EventId,EventTemplate
1205,"handle vdc change event message:{""content"":{""domain_id"":""domain_id02"", ""upper_vdc_id"":""upper_vdc_id01"", ""create_time"":1676437946, ""level"":2, ""name"":"" display_name1"", ""description"":""description004"", ""id"":""old_vdc_id01"", ""enabled"":true}, ""status"":""ADD""}",E18,"handle vdc change event message:<*>"", ""upper_vdc_id"":""<*>"", ""create_time"":<*>, ""level"":<*>, ""name"":""<*>"", ""description"":""<*>"", ""id"":""<*>"", ""enabled"":<*>}, ""status"":""<*>""}"
1206,Consumer exception,E236,Consumer exception
1207,ServiceException ServiceException: exception.id: apr;,E77,ServiceException ServiceException: exception.id: <*>;
1208,"ConsumerExecutor receive data, dataSize=1",E290,"ConsumerExecutor receive data, dataSize=<*>"
1209,"kafka record:{""content"":{""domain_id"":""domain_id02"", ""regions"":[""regions01""], ""name"":"" display_name1"", ""description"":""description004"", ""old_vdc_id"":""old_vdc_id01"", ""id"":""id02"", ""display_name"":"" display_name1"", ""type"":""vdc"", ""vdc_id"":""old_vdc_id01""}, ""status"":""ADD""}",E219,"kafka record:<*>"", ""regions"":[""<*>""], ""name"":""<*>"", ""description"":""<*>"", ""old_vdc_id"":""<*>"", ""id"":""<*>"", ""display_name"":""<*>"", ""type"":""<*>"", ""vdc_id"":""<*>""}, ""status"":""<*>""}"
1210,start:-1 end:-1,E146,start:<*> end:<*>
1211,ServiceException ServiceException: exception.id: apr;,E77,ServiceException ServiceException: exception.id: <*>;
1212,ServiceException ServiceException: exception.id: apr;,E77,ServiceException ServiceException: exception.id: <*>;
1213,"ConsumerExecutor receive data, dataSize=1",E290,"ConsumerExecutor receive data, dataSize=<*>"
1214,"kafka record:{""content"":{""domain_id"":""89b36f7cd79a4246b609715a7f58ee3d"", ""regions"":[], ""name"":""testDomainISf"", ""description"":""Sce_Vdc_Use_Cof_005"", ""id"":""6eddf29dae6b4f759785e150aaa9bd3f"", ""type"":""vdc"", ""vdc_id"":""99d91fd8-564c-42b5-88e3-f9c6e416746a""}, ""status"":""DELETE""}",E252,"kafka record:<*>"", ""regions"":[], ""name"":""<*>"", ""description"":""<*>"", ""id"":""<*>"", ""type"":""<*>"", ""vdc_id"":""<*>""}, ""status"":""<*>""}"
1215,start:-1 end:-1,E146,start:<*> end:<*>
1216,ServiceException ServiceException: exception.id: apr;,E77,ServiceException ServiceException: exception.id: <*>;
1217,"ResponseEntity return httpCode is 403. requestEntity's type is GET. requestEntity's url is /url666?status=COMPLETE&start=0&limit=50. requestEntity's header is 403, please check!",E143,ResponseEntity return httpCode is <*> requestEntity's type is <*> requestEntity's url is <*> requestEntity's header is <*> please check!
1218,"ConsumerExecutor receive data, dataSize=1",E290,"ConsumerExecutor receive data, dataSize=<*>"
1219,"handle vdc change event message:{""content"":{""id"":""99d91fd8-564c-42b5-88e3-f9c6e416746a""}, ""status"":""DELETE""}",E238,"handle vdc change event message:<*>""}, ""status"":""DELETE""}"
1220,Consumer exception,E236,Consumer exception
1221,"ConsumerExecutor receive data, dataSize=2",E290,"ConsumerExecutor receive data, dataSize=<*>"
1222,"handle vdc change event message:{""content"":{""id"":""b6593e02-20c1-4785-9536-9f61582beacb""}, ""status"":""DELETE""}",E238,"handle vdc change event message:<*>""}, ""status"":""DELETE""}"
1223,Consumer exception,E236,Consumer exception
1224,"x-trace-id:0f6b961e54ecd3710f6b961e54ecd371, x-request-id:routeid, parameter check error, param name:name, value:value, traceid is 0f6b961e54ecd3710f6b961e54ecd371, requestid is routeid",E288,"x-trace-id:<*>, x-request-id:<*>, parameter check error, param name:<*>, value:<*>, traceid is <*> requestid is <*>"
1225,"x-trace-id:0f6b961e54ecd3710f6b961e54ecd371, x-request-id:routeid, internal server error, opname:openname@createmodel, error code:wrk, error message:create model failed, traceid is 0f6b961e54ecd3710f6b961e54ecd371, requestid is routeid",E352,"x-trace-id:<*>, x-request-id:<*>, internal server error, opname:<*>, error code:<*>, error message:create model failed, traceid is <*> requestid is <*>"
1226,consuminguserdeleted for c4a3c27d938f4097b38779cc82bc4c99.,E88,consuminguserdeleted for <*>.
1227,"ConsumerExecutor receive big-data resource, dataSize=1",E174,"ConsumerExecutor receive big-data resource, dataSize=<*>"
1228,"url detection error!agent taskId :taskId, retCode is empty",E381,"url detection error!agent taskId :<*>, retCode is empty"
1229,"ConsumerExecutor receive big-data resource, dataSize=1",E174,"ConsumerExecutor receive big-data resource, dataSize=<*>"
1230,"url detection error!agent taskId :taskId, retCode is empty",E381,"url detection error!agent taskId :<*>, retCode is empty"
1231,"start consumer kafka data, EventType:""UPDATE"", EventIds:[""026108D640BD3107A772D3BBABE01184""], className:obj",E183,"start consumer kafka data, EventType:""<*>"", EventIds:[""<*>""], className:<*>"
1232,get templateIds failed by className :obj.,E258,get templateIds failed by className :<*>.
1233,"start consumer kafka data, EventType:""ADD"", EventIds:[""id""], className:className",E183,"start consumer kafka data, EventType:""<*>"", EventIds:[""<*>""], className:<*>"
1234,"ids:[""id""] can supported to reaTime change for dbResource.",E315,ids:[<*>] can supported to reaTime change for dbResource.
1235,"get requests size: 1, notifyMessage ids: [""id""]. templateIds: [""cloud_eip""].",E132,get requests size: <*> notifyMessage ids: <*> templateIds: <*>.
1236,"start consumer kafka data, EventType:""ADD"", EventIds:[""64D02091E1393750A3AEA4F0141DA9A5""], className:CLOUD_PORT",E183,"start consumer kafka data, EventType:""<*>"", EventIds:[""<*>""], className:<*>"
1237,get templateIds failed by className :CLOUD_PORT.,E258,get templateIds failed by className :<*>.
1238,"start consumer kafka data, EventType:""UPDATE"", EventIds:[""026108D640BD3107A772D3BBABE01184""], className:obj",E183,"start consumer kafka data, EventType:""<*>"", EventIds:[""<*>""], className:<*>"
1239,get templateIds failed by className :obj.,E258,get templateIds failed by className :<*>.
1240,"start consumer kafka data, EventType:""ADD"", EventIds:[""id""], className:className",E183,"start consumer kafka data, EventType:""<*>"", EventIds:[""<*>""], className:<*>"
1241,"ids:[""id""] can supported to reaTime change for dbResource.",E315,ids:[<*>] can supported to reaTime change for dbResource.
1242,"get requests size: 1, notifyMessage ids: [""id""]. templateIds: [""cloud_eip""].",E132,get requests size: <*> notifyMessage ids: <*> templateIds: <*>.
1243,"start consumer kafka data, EventType:""ADD"", EventIds:[""64D02091E1393750A3AEA4F0141DA9A5""], className:CLOUD_PORT",E183,"start consumer kafka data, EventType:""<*>"", EventIds:[""<*>""], className:<*>"
1244,get templateIds failed by className :CLOUD_PORT.,E258,get templateIds failed by className :<*>.
1245,"save operation success, name: name , id: 7B4FE9042D224B0FBEE30276C9C3EF93",E452,"save operation success, name: name , id: <*>"
1246,"save operation success, name: name , id: BF118F04CA3A49198EB7DEB8D1F6032A",E452,"save operation success, name: name , id: <*>"
1247,executeWorkflow: workflowId: 7B1D6F9C57C94FAD8C259A2E8B691980,E154,executeWorkflow: workflowId: <*>
1248,"task info: {""id"":""ac2af2b4-6ecc-4f74-9817-5784fe76655b"", ""name"":""task1""}",E379,"task info: <*>"", ""name"":""<*>""}"
1249,"jobHisId:9221, param has error, start to update status to fail",E440,"jobHisId:<*>, param has error, start to update status to fail"
1250,"JobHistory process finish, id:9221, name:name, status:failed, actionExecutionId:58438210-9c46-451a-9465-363e6678e3cc",E9,"JobHistory process finish, id:<*>, name:<*>, status:<*>, actionExecutionId:<*>"
1251,jobhis9221 null,E30,<*> null
1252,getWorkflowDetail workflowId :344FCE12D63148FCAB4E144CB180131D,E444,getWorkflowDetail workflowId :<*>
1253,"start clean jobHistory files, time:1677222753380",E209,"start clean jobHistory files, time:<*>"
1254,cleanJobHistoryFiles called,E6,cleanJobHistoryFiles called
1255,"files dir not exists, not need clean, time:1677222753380",E317,"files dir not exists, not need clean, time:<*>"
1256,"execution info: {""id"":""2b90e554-5933-40c3-91a9-2806adcf7882"", ""status"":""failed"", ""zeroTimeFmt"":""2023-02-24 07:12:28""}",E142,"execution info: <*>"", ""status"":""<*>"", ""zeroTimeFmt"":""<*>""}"
1257,"workflow status, executionId:2b90e554-5933-40c3-91a9-2806adcf7882, status:failed",E94,"workflow status, executionId:<*>, status:failed"
1258,"update jobHis status, id:9220, name:name, status:failed",E73,"update jobHis status, id:<*>, name:name, status:failed"
1259,"JobHistory process finish, id:9220, name:name, status:failed, jobId:ABEEF9047A294A2BA601ABF763965A60",E353,"JobHistory process finish, id:<*>, name:<*>, status:<*>, jobId:<*>"
1260,"JobHistory process finish, id:9220, name:name, status:failed, actionExecutionId:null",E9,"JobHistory process finish, id:<*>, name:<*>, status:<*>, actionExecutionId:<*>"
1261,"finish build task info param, jobHisId:9221",E374,"finish build task info param, jobHisId:<*>"
1262,service [/url09] cost 8000,E372,service [<*>] cost <*>
1263,"consumerexecutor receive data, datasize=20",E75,"consumerexecutor receive data, datasize=<*>"
1264,the cloud_resource topic.,E406,the <*> topic.
1265,"consumerexecutor receive data, datasize=20",E75,"consumerexecutor receive data, datasize=<*>"
1266,the cloud_resource topic.,E406,the <*> topic.
1267,region is local region.,E128,region is local region.
1268,region is local region.,E128,region is local region.
1269,region is local region.,E128,region is local region.
1270,region is local region.,E128,region is local region.
1271,"consumerexecutor receive data, datasize=20",E75,"consumerexecutor receive data, datasize=<*>"
1272,the cloud_resource topic.,E406,the <*> topic.
1273,"END: task args services handle communication message success, work id: 22b51ae7ffd94a8cb47a6b6c3e96376c, work action: NewTask, tag: Service, tasks id number: 1, tasks id: 41617830319142b0a4c1aeb93fc88efc..., took 331.473 ms",E215,"END: task args services handle communication message success, work id: <*> work action: NewTask, tag: Service, tasks id number: <*> tasks id: <*> took <*> ms"
1274,"send message successful, topic: topic, partition: 0, offset: 9316, remarks: args service message, work id: 22b51ae7ffd94a8cb47a6b6c3e96376c, work action: NewTask, tag: Service, tasks id number: 1, tasks id: 41617830319142b0a4c1aeb93fc88efc..., error: None",E112,"send message successful, topic: <*> partition: <*> offset: <*> remarks: args service message, work id: <*> work action: NewTask, tag: Service, tasks id number: <*> tasks id: <*> error: None"
1275,"ArgsServices send communication data to topic complete, args service message, work id: 22b51ae7ffd94a8cb47a6b6c3e96376c, work action: NewTask, tag: Service, tasks id number: 1, tasks id: 41617830319142b0a4c1aeb93fc88efc...",E171,"ArgsServices send communication data to topic complete, args service message, work id: <*> work action: NewTask, tag: Service, tasks id number: <*> tasks id: <*>..."
1276,"handle communication message successful, sender: Service-Manager-Actions",E68,"handle communication message successful, sender: Service-<*>-Actions"
1277,"commit communication message successful, sender: Service-Manager-Actions",E5,"commit communication message successful, sender: <*>"
1278,"start handle communication message, sender: Service-Manager-Actions",E140,"start handle communication message, sender: <*>"
1279,"START: task args services start handle communication message, work_id: 0beb443354bd49d9be4e747c1660b735, work action: NewTask",E168,"START: task args services start handle communication message, work_id: <*> work action: NewTask"
1280,"task args service currently processed work id corresponding to the tasks id, work id: 0beb443354bd49d9be4e747c1660b735, work action: NewTask, tag: Service, tasks id number: 1, tasks id: 41eb11fe653d42f9b9ac402644b1ed70..., agents number: 1, agents id: 0d46ce66-ef86-553e-aea2-4f0b9c511594...",E139,"task args service currently processed work id corresponding to the tasks id, work id: <*> work action: NewTask, tag: Service, tasks id number: <*> tasks id: <*>..., agents number: <*> agents id: <*>..."
